userType,age,gender,educationLevel,occupation,income_month_1,income_month_2,income_month_3,income_month_4,income_month_5,income_month_6,rentPayment,utility1Payment,utility2Payment,gpa,collegeScore,cosignerIncome,scholarship,creditScore
working,35,female,bachelors,manager,65304.48,62462.31,99517.04,75930.81,103313.54,70227.3,on-time,on-time,on-time,,,,,91
student,28,female,other,student,4220.03,4187.49,0.0,0.0,0.0,4684.32,on-time,na,late,7.09,90,0.0,0,62
student,29,female,bachelors,student,0.0,0.0,2119.63,0.0,0.0,0.0,on-time,late,late,8.81,66,126282.82,1,86
student,26,other,bachelors,student,0.0,0.0,0.0,0.0,544.57,4584.43,late,na,on-time,7.02,55,0.0,0,53
student,29,female,bachelors,student,2120.52,1957.77,0.0,0.0,70.23,2542.27,na,on-time,late,8.25,52,0.0,0,64
working,31,female,masters,analyst,94392.84,107472.92,67887.85,49711.55,105670.29,53502.8,on-time,on-time,on-time,,,,,85
working,51,male,bachelors,software engineer,38242.35,95648.76,38781.31,61491.17,70420.74,36977.57,late,on-time,na,,,,,58
working,29,other,masters,sales,67377.7,77579.8,33593.4,41989.5,107112.75,20468.98,on-time,on-time,on-time,,,,,79
student,20,other,bachelors,student,0.0,1054.48,0.0,1257.5,0.0,0.0,late,na,na,5.18,93,58505.03,0,70
working,57,other,high-school,teacher,25526.59,66435.16,108800.2,13991.11,116719.19,10357.21,on-time,on-time,on-time,,,,,68
student,27,other,bachelors,student,0.0,139.51,0.0,0.0,0.0,0.0,na,na,na,5.74,85,0.0,0,59
student,24,other,bachelors,student,1079.3,0.0,0.0,836.04,0.0,0.0,late,late,on-time,5.53,66,0.0,0,58
student,18,other,bachelors,student,0.0,0.0,0.0,1352.6,0.0,4415.81,on-time,late,na,8.13,56,0.0,0,76
student,21,male,bachelors,student,0.0,0.0,3744.54,761.91,0.0,3299.44,na,on-time,late,6.81,42,85926.95,0,60
student,26,female,bachelors,student,0.0,4337.76,3738.52,2120.92,0.0,0.0,late,on-time,on-time,8.4,62,0.0,1,80
student,28,other,other,student,0.0,0.0,0.0,0.0,0.0,0.0,late,na,late,6.3,77,0.0,0,63
working,50,female,bachelors,sales,101634.14,20084.58,111108.91,88539.09,108627.79,112959.28,on-time,on-time,on-time,,,,,87
working,27,other,bachelors,clerk,56955.86,66187.29,119964.58,75461.84,101699.78,54645.11,on-time,on-time,on-time,,,,,86
student,19,male,other,student,0.0,0.0,1608.57,0.0,0.0,0.0,on-time,na,on-time,8.89,62,121861.53,0,70
working,60,male,bachelors,sales,95275.46,37383.45,54871.04,42078.85,55653.11,43099.9,on-time,on-time,late,,,,,68
student,17,male,bachelors,student,0.0,0.0,4483.07,0.0,0.0,284.34,late,late,late,7.39,77,0.0,0,79
student,21,female,bachelors,student,0.0,688.21,0.0,2046.82,0.0,0.0,on-time,on-time,on-time,9.15,86,0.0,0,82
student,19,other,bachelors,student,0.0,67.8,0.0,2888.83,3904.46,373.42,on-time,on-time,late,6.91,95,0.0,0,70
working,51,female,bachelors,teacher,60704.75,61154.62,77768.64,40687.35,86210.38,46510.27,late,on-time,on-time,,,,,63
student,28,other,high-school,student,0.0,21.55,0.0,0.0,0.0,2906.98,late,on-time,on-time,9.68,55,33469.98,1,77
working,25,female,bachelors,manager,35848.65,56183.59,20291.51,117441.46,12248.48,72562.98,late,on-time,on-time,,,,,70
working,45,other,bachelors,teacher,94281.55,79286.5,14246.95,25109.22,95332.78,11932.2,on-time,on-time,on-time,,,,,75
student,26,female,other,student,0.0,3459.56,0.0,2198.6,1247.94,2490.68,na,na,on-time,9.32,83,0.0,0,71
working,26,other,phd,technician,14283.69,27716.24,81999.3,14325.26,78247.42,73196.56,na,on-time,late,,,,,61
student,23,male,bachelors,student,0.0,0.0,819.04,0.0,1238.8,0.0,late,na,late,8.45,56,0.0,0,68
working,26,other,bachelors,sales,81184.75,97933.54,12052.71,45259.03,28103.75,40058.81,on-time,on-time,na,,,,,78
student,19,male,bachelors,student,0.0,655.57,0.0,4721.85,2006.44,3765.13,on-time,na,late,8.02,76,0.0,0,68
student,28,male,bachelors,student,3760.14,0.0,0.0,0.0,0.0,0.0,on-time,na,on-time,8.77,87,24546.4,0,74
student,17,female,bachelors,student,0.0,0.0,0.0,3353.0,0.0,0.0,na,late,na,6.36,43,51671.72,0,61
student,27,female,bachelors,student,2776.86,0.0,0.0,0.0,3536.83,3479.83,na,on-time,na,5.03,95,0.0,0,62
working,51,other,bachelors,teacher,77678.88,24981.91,17313.89,107383.22,19236.28,48160.85,on-time,on-time,on-time,,,,,68
student,29,male,bachelors,student,1299.58,0.0,3316.01,0.0,0.0,4478.58,na,late,on-time,6.59,94,0.0,0,72
student,25,female,bachelors,student,3909.28,0.0,0.0,0.0,1102.84,0.0,late,on-time,late,7.72,48,15690.11,1,66
working,60,other,bachelors,technician,19565.91,17968.66,70368.46,109039.39,114083.88,23202.44,on-time,late,na,,,,,60
working,29,male,bachelors,manager,80986.74,73673.21,44791.37,109845.17,119457.21,11548.4,on-time,on-time,on-time,,,,,82
student,23,male,bachelors,student,0.0,0.0,0.0,1040.87,0.0,4685.58,na,na,na,9.09,61,0.0,0,76
working,29,other,masters,manager,30262.06,16019.37,37581.95,86345.58,69692.97,65079.14,na,on-time,on-time,,,,,81
student,23,other,bachelors,student,0.0,0.0,3806.33,0.0,4052.16,4149.71,on-time,na,on-time,6.96,88,0.0,0,69
working,53,female,bachelors,manager,114075.04,96614.1,74863.29,94258.57,92578.35,68360.27,on-time,on-time,on-time,,,,,81
working,53,male,masters,technician,60193.26,41584.76,78977.37,27988.39,81316.73,88339.88,on-time,on-time,on-time,,,,,91
working,27,female,bachelors,analyst,11653.4,80220.98,92465.14,54652.93,98381.68,118220.5,on-time,late,on-time,,,,,70
working,58,other,bachelors,manager,53574.17,113239.61,115393.23,24013.16,94101.29,11840.24,on-time,on-time,on-time,,,,,76
student,21,male,high-school,student,0.0,0.0,1992.83,0.0,0.0,0.0,on-time,late,on-time,5.67,49,66872.63,0,47
student,25,male,bachelors,student,600.43,0.0,0.0,3375.17,0.0,3317.44,na,on-time,on-time,9.43,59,0.0,0,81
working,29,female,bachelors,technician,12904.04,66917.54,118796.34,71693.49,44207.4,59467.5,on-time,on-time,na,,,,,71
working,24,male,bachelors,manager,34830.26,77593.27,45991.66,90986.17,13731.42,76420.51,on-time,on-time,on-time,,,,,88
working,26,female,masters,sales,63104.2,98183.69,88923.5,113113.58,19804.13,96357.07,on-time,on-time,on-time,,,,,84
working,53,male,bachelors,clerk,93453.38,10114.13,108147.42,19139.1,108014.94,104579.8,on-time,on-time,on-time,,,,,88
student,20,female,bachelors,student,0.0,0.0,0.0,0.0,2369.91,3156.26,late,na,on-time,9.16,41,0.0,0,71
working,43,female,masters,software engineer,36282.13,20737.16,47496.6,65026.77,86179.26,25329.11,on-time,on-time,late,,,,,77
student,24,other,bachelors,student,0.0,0.0,0.0,4199.26,0.0,0.0,late,on-time,na,8.18,45,0.0,0,63
working,48,male,bachelors,sales,43497.03,118317.82,46740.22,19802.22,73939.22,11001.77,late,on-time,on-time,,,,,69
student,21,other,bachelors,student,0.0,4422.55,0.0,0.0,0.0,496.23,late,na,on-time,5.06,87,0.0,0,62
student,24,male,bachelors,student,2060.95,2115.05,4945.8,0.0,0.0,0.0,on-time,on-time,late,7.45,71,0.0,1,80
working,22,female,bachelors,technician,48390.67,118810.05,49890.36,73213.1,83282.67,66019.9,on-time,on-time,on-time,,,,,84
working,60,male,bachelors,software engineer,119340.4,86983.54,15855.7,60362.43,50055.01,88360.53,on-time,on-time,on-time,,,,,87
student,19,other,bachelors,student,722.81,0.0,0.0,0.0,3816.79,3379.48,late,na,on-time,6.69,54,108764.21,0,61
working,58,other,masters,clerk,63032.82,87774.45,87432.23,47924.45,93406.79,54941.2,on-time,on-time,on-time,,,,,86
working,55,male,masters,manager,54172.42,82095.21,47681.11,118880.72,64648.29,23838.89,on-time,on-time,late,,,,,82
working,40,female,bachelors,sales,116784.08,39078.63,103876.63,96882.55,28824.02,10326.27,on-time,on-time,on-time,,,,,86
working,54,female,bachelors,software engineer,108178.54,113563.2,39801.03,31010.72,62953.9,91194.45,on-time,on-time,on-time,,,,,89
student,17,other,bachelors,student,1500.18,0.0,3986.38,0.0,0.0,0.0,on-time,late,na,9.94,41,0.0,0,78
student,19,male,bachelors,student,0.0,0.0,0.0,2276.55,0.0,0.0,late,late,late,9.79,67,120222.0,0,85
student,27,male,high-school,student,0.0,2086.95,0.0,1766.79,0.0,3384.59,late,on-time,late,5.95,52,119662.32,0,68
student,22,male,bachelors,student,0.0,1365.32,0.0,0.0,1173.3,0.0,late,na,on-time,9.85,80,0.0,0,89
student,19,male,bachelors,student,0.0,1759.53,4021.0,0.0,0.0,0.0,on-time,na,late,5.2,77,0.0,0,62
working,23,female,bachelors,clerk,28570.59,85378.12,86665.55,112134.02,42150.55,18896.86,on-time,on-time,on-time,,,,,81
working,56,female,bachelors,software engineer,47789.42,71676.19,49790.35,105075.87,33312.48,103122.54,on-time,on-time,on-time,,,,,73
student,24,other,bachelors,student,0.0,0.0,0.0,0.0,2048.86,0.0,on-time,na,na,9.33,69,144415.04,0,81
student,17,other,bachelors,student,0.0,0.0,0.0,803.25,0.0,3066.8,on-time,on-time,na,8.66,58,28746.1,0,71
student,19,female,bachelors,student,0.0,0.0,504.95,0.0,0.0,65.99,on-time,na,na,7.06,77,0.0,0,65
working,46,male,high-school,software engineer,33550.66,89494.82,37406.56,95503.88,38458.64,79849.92,late,on-time,on-time,,,,,56
working,41,other,bachelors,analyst,50748.03,44691.74,100981.27,108898.49,11312.07,111529.24,on-time,on-time,on-time,,,,,73
student,23,other,masters,student,2639.59,0.0,0.0,195.8,0.0,0.0,on-time,na,na,8.28,49,0.0,0,76
working,23,other,high-school,clerk,46814.36,29338.18,38856.87,14657.01,109225.58,102334.09,on-time,on-time,on-time,,,,,72
working,29,other,bachelors,software engineer,26923.26,103393.53,67366.02,15565.64,18162.01,70579.71,on-time,on-time,on-time,,,,,82
working,47,female,bachelors,teacher,102726.88,19619.94,34515.94,105927.51,20905.86,95394.67,on-time,late,on-time,,,,,59
working,23,other,masters,analyst,55960.69,63949.18,49703.64,63184.7,88728.4,86942.66,on-time,on-time,on-time,,,,,89
student,26,other,bachelors,student,0.0,753.84,0.0,3101.55,0.0,2162.1,na,on-time,late,7.72,54,0.0,0,66
student,26,other,bachelors,student,0.0,0.0,0.0,3445.32,0.0,0.0,on-time,on-time,na,7.75,55,0.0,0,59
student,25,female,other,student,0.0,3581.66,0.0,858.06,2330.73,0.0,na,late,na,9.62,81,0.0,0,80
student,21,female,bachelors,student,0.0,0.0,0.0,1769.87,0.0,0.0,late,na,na,9.89,60,139149.47,0,81
student,20,male,bachelors,student,4012.0,2633.84,0.0,0.0,0.0,0.0,na,late,on-time,7.75,70,0.0,0,73
student,20,female,bachelors,student,0.0,0.0,0.0,0.0,2210.41,690.47,late,on-time,late,5.5,75,0.0,0,63
working,24,other,masters,analyst,77762.98,118869.99,24577.52,67932.07,57972.61,62611.71,on-time,late,on-time,,,,,73
student,24,female,bachelors,student,0.0,0.0,0.0,1581.92,4877.71,0.0,late,late,on-time,8.15,77,0.0,0,72
working,29,female,masters,manager,57608.76,85434.15,25827.26,75596.2,97802.55,53976.98,on-time,on-time,late,,,,,68
student,21,other,masters,student,0.0,3893.16,0.0,1597.64,3520.78,0.0,on-time,on-time,on-time,6.36,78,0.0,0,64
student,23,female,bachelors,student,0.0,0.0,2919.05,0.0,16.43,2275.08,on-time,on-time,on-time,8.13,95,22425.3,0,77
working,43,other,masters,manager,82093.68,112185.94,81579.76,116291.07,14960.39,82769.41,on-time,on-time,on-time,,,,,80
working,50,male,bachelors,sales,107160.98,105774.57,105991.81,98474.12,25257.24,15812.71,on-time,on-time,on-time,,,,,80
working,35,other,bachelors,technician,75678.82,72249.41,29936.58,62140.34,105641.9,91398.64,on-time,on-time,on-time,,,,,72
working,32,female,masters,analyst,59564.17,46474.19,95636.12,92299.68,73325.13,85477.7,on-time,on-time,on-time,,,,,85
working,46,female,masters,sales,99416.19,18420.4,61575.36,67578.47,106080.57,66886.07,on-time,on-time,on-time,,,,,77
student,30,male,high-school,student,3197.13,0.0,1244.16,0.0,2095.71,3396.67,na,na,late,7.69,61,81956.43,1,73
student,28,female,bachelors,student,3547.04,0.0,2442.74,4557.04,172.47,444.48,na,late,late,7.16,61,0.0,0,62
student,24,female,masters,student,2830.42,0.0,1325.82,0.0,2346.69,1915.53,na,na,late,9.34,75,0.0,1,88
student,29,female,bachelors,student,0.0,3634.13,0.0,1207.9,0.0,0.0,on-time,on-time,na,8.37,41,0.0,0,78
working,36,other,high-school,clerk,113871.51,67612.81,74075.99,106609.14,56063.22,86641.42,late,on-time,on-time,,,,,56
working,40,other,bachelors,clerk,105430.68,118878.61,112184.21,114262.82,42053.07,17556.26,on-time,on-time,on-time,,,,,83
student,19,male,high-school,student,2643.52,1505.75,0.0,0.0,4066.77,1075.03,late,na,na,9.18,73,23766.71,0,78
student,26,male,other,student,0.0,80.17,837.63,0.0,4508.27,3860.45,late,na,na,6.33,73,98768.41,0,60
student,23,other,bachelors,student,0.0,3870.25,0.0,4059.39,0.0,0.0,on-time,late,late,9.41,92,0.0,1,92
working,48,other,bachelors,analyst,103070.72,26541.58,83648.33,60235.03,76669.5,11282.5,on-time,late,on-time,,,,,63
student,27,other,bachelors,student,0.0,0.0,2735.21,2928.74,0.0,0.0,na,late,on-time,6.14,57,15014.86,0,59
student,26,male,bachelors,student,1589.46,0.0,0.0,0.0,1795.48,4536.04,late,na,late,9.5,94,0.0,0,82
student,25,other,bachelors,student,0.0,0.0,0.0,0.0,2304.69,0.0,on-time,na,na,7.56,75,0.0,0,74
student,27,female,bachelors,student,564.78,0.0,0.0,0.0,0.0,0.0,late,late,on-time,9.35,55,0.0,0,75
working,52,male,high-school,software engineer,83432.75,54485.97,34502.59,34087.48,21937.96,73351.55,on-time,on-time,on-time,,,,,67
student,27,other,high-school,student,140.23,4496.74,0.0,0.0,0.0,3538.12,late,na,late,8.3,63,0.0,1,85
working,30,male,bachelors,analyst,13757.42,85948.16,37679.0,102779.38,34662.79,24360.33,late,on-time,na,,,,,59
student,26,female,bachelors,student,3674.2,0.0,4384.04,571.37,0.0,3565.24,late,on-time,late,8.08,42,0.0,0,67
student,22,male,bachelors,student,0.0,0.0,0.0,577.53,1613.72,1169.72,on-time,late,on-time,8.92,41,21073.71,0,60
working,59,female,high-school,technician,55663.69,30456.53,10301.01,36636.95,76008.47,13393.04,on-time,na,na,,,,,68
student,21,other,bachelors,student,0.0,1585.94,0.0,3902.58,2124.28,0.0,na,late,on-time,7.88,68,0.0,0,70
working,48,other,bachelors,technician,97682.0,32211.39,18825.48,61240.65,17319.69,43986.06,on-time,na,on-time,,,,,69
working,33,other,masters,teacher,28735.6,114650.76,33451.51,33986.44,105448.33,89557.49,on-time,on-time,on-time,,,,,75
working,50,male,bachelors,teacher,74113.58,14307.7,111937.35,27215.9,103903.59,104064.07,on-time,on-time,on-time,,,,,72
working,22,female,bachelors,teacher,30076.64,17754.03,89093.57,117883.2,106760.89,94788.23,on-time,on-time,on-time,,,,,79
working,54,female,bachelors,manager,57903.66,115319.16,95139.02,99019.7,70595.29,78043.53,on-time,on-time,on-time,,,,,83
student,30,female,bachelors,student,2771.93,0.0,0.0,0.0,0.0,0.0,na,late,na,9.18,64,0.0,1,85
student,28,other,other,student,0.0,0.0,0.0,799.02,4001.32,0.0,late,on-time,na,9.52,47,135971.11,1,87
student,22,female,bachelors,student,2572.14,0.0,2483.29,4357.45,1062.96,0.0,na,on-time,na,7.34,79,35978.56,0,65
working,41,male,bachelors,sales,90174.72,57689.55,99588.17,62954.71,80953.99,15431.73,late,on-time,late,,,,,67
working,54,other,bachelors,manager,74019.12,42859.18,10866.53,30061.13,30255.73,106977.44,on-time,on-time,na,,,,,68
working,45,male,other,teacher,75434.11,118145.17,30871.1,22107.87,11725.14,93018.52,late,on-time,on-time,,,,,56
working,28,male,bachelors,technician,102047.91,106854.55,109523.29,108619.4,73193.82,48704.28,on-time,on-time,on-time,,,,,83
student,22,male,bachelors,student,0.0,0.0,0.0,0.0,190.35,0.0,on-time,na,late,8.9,95,0.0,0,78
working,49,female,high-school,manager,33817.54,60261.69,80644.63,82761.56,87494.37,113800.43,late,on-time,on-time,,,,,72
working,26,female,masters,manager,26015.39,57797.23,21145.64,15899.66,77292.13,84153.22,on-time,on-time,na,,,,,67
working,43,female,masters,teacher,97733.52,110248.33,52801.29,108024.84,96697.38,36418.0,on-time,on-time,on-time,,,,,88
working,47,other,bachelors,analyst,49306.43,80890.18,113163.87,68088.43,89831.44,42885.96,on-time,on-time,on-time,,,,,76
working,52,female,other,manager,16135.48,56454.39,22204.81,63736.65,20014.61,96089.19,on-time,on-time,on-time,,,,,70
working,52,male,bachelors,manager,68606.48,72347.42,74138.58,78840.52,86712.96,30440.42,late,on-time,on-time,,,,,68
student,29,male,bachelors,student,2812.34,0.0,0.0,0.0,4231.42,4133.64,late,na,on-time,9.26,78,0.0,0,89
working,54,other,bachelors,analyst,118978.08,74675.95,110913.57,21046.03,15108.45,48708.57,on-time,on-time,on-time,,,,,75
student,30,other,bachelors,student,0.0,0.0,0.0,0.0,3351.24,2483.75,late,na,late,6.62,84,118230.57,1,81
working,32,other,bachelors,technician,69366.72,27613.74,46500.6,27837.6,97364.79,106082.58,on-time,on-time,late,,,,,71
working,31,male,bachelors,manager,44111.53,15384.05,43041.91,48647.26,61806.67,33523.91,na,on-time,on-time,,,,,77
working,38,male,bachelors,sales,75132.03,108855.87,115807.55,14112.56,87660.85,118593.6,late,on-time,on-time,,,,,74
working,35,other,bachelors,software engineer,13052.55,101267.45,75540.23,117441.18,16392.44,113476.7,on-time,on-time,on-time,,,,,76
student,17,other,bachelors,student,566.35,2660.0,0.0,0.0,0.0,924.89,on-time,on-time,late,7.86,48,82905.66,0,66
working,60,other,bachelors,teacher,21762.58,63697.71,72255.63,91077.06,15324.47,59165.22,on-time,late,on-time,,,,,72
student,21,male,bachelors,student,0.0,1041.38,0.0,0.0,3503.17,0.0,na,late,na,6.26,56,0.0,0,61
student,19,male,high-school,student,4122.75,588.73,951.14,0.0,0.0,0.0,late,on-time,na,6.89,61,0.0,0,58
student,21,other,high-school,student,4879.99,0.0,0.0,623.77,0.0,0.0,on-time,on-time,late,5.91,51,0.0,0,52
student,22,female,other,student,0.0,0.0,0.0,854.36,0.0,1717.39,na,na,late,8.68,51,0.0,0,59
student,28,female,high-school,student,0.0,0.0,0.0,0.0,1056.65,1798.22,na,na,na,8.59,80,0.0,0,72
working,56,other,masters,analyst,60617.18,76874.53,110588.99,14222.27,29416.73,85625.39,late,on-time,on-time,,,,,71
working,27,female,masters,clerk,98602.45,87262.05,118100.74,25149.84,80433.27,40451.05,on-time,on-time,on-time,,,,,85
student,25,female,bachelors,student,2932.53,0.0,0.0,0.0,3472.79,0.0,late,on-time,na,9.25,54,0.0,0,76
working,32,male,masters,technician,60098.36,30412.48,94339.42,62214.73,38116.14,104552.14,on-time,on-time,on-time,,,,,82
student,21,male,masters,student,0.0,3870.47,0.0,0.0,0.0,3055.47,na,late,late,7.76,67,0.0,0,75
working,29,female,masters,manager,59363.41,45602.2,28184.43,22292.8,112837.98,118908.56,on-time,on-time,on-time,,,,,96
working,24,male,phd,teacher,60206.82,75342.95,26000.68,36405.21,43492.75,58531.33,on-time,on-time,on-time,,,,,83
working,45,male,bachelors,analyst,72848.19,50197.31,50216.68,47965.13,18255.82,14728.4,on-time,on-time,na,,,,,73
working,33,male,other,manager,32442.0,94244.52,82024.36,54681.91,15535.27,89463.73,on-time,on-time,on-time,,,,,82
working,37,other,bachelors,analyst,29520.01,36568.48,84638.95,25939.76,58239.18,43664.66,on-time,on-time,na,,,,,64
student,26,other,masters,student,0.0,2861.9,0.0,0.0,0.0,1664.0,on-time,na,na,9.62,60,93884.65,1,93
student,19,female,bachelors,student,0.0,0.0,4187.07,0.0,0.0,4328.44,late,on-time,on-time,8.72,74,0.0,0,86
student,30,male,bachelors,student,2523.18,2351.26,0.0,0.0,0.0,0.0,on-time,on-time,na,6.52,83,0.0,0,70
student,23,female,other,student,0.0,0.0,0.0,0.0,1361.01,0.0,na,on-time,na,8.09,81,0.0,0,63
working,34,female,bachelors,technician,106757.96,79487.66,19001.78,28459.99,59816.26,19868.69,on-time,late,na,,,,,55
working,43,other,bachelors,teacher,72309.93,61809.65,14448.54,90677.74,104859.74,66856.1,on-time,on-time,on-time,,,,,78
student,18,male,bachelors,student,4388.67,1442.53,1351.96,4487.81,3368.99,4874.29,on-time,on-time,on-time,9.73,52,0.0,0,77
student,23,male,bachelors,student,1700.42,2062.08,3429.15,0.0,0.0,2218.93,on-time,na,on-time,5.59,88,0.0,1,67
working,36,female,phd,technician,57596.69,92054.91,110759.6,60446.59,80163.71,39022.04,on-time,on-time,on-time,,,,,89
student,24,other,bachelors,student,0.0,3823.44,0.0,0.0,980.19,0.0,late,on-time,na,5.62,95,90157.37,0,68
working,51,other,bachelors,teacher,74523.73,113447.07,26578.6,18130.98,27467.13,35688.61,on-time,on-time,on-time,,,,,81
student,30,male,masters,student,2250.38,2632.22,3920.52,0.0,0.0,1748.71,on-time,on-time,late,9.88,59,0.0,0,84
working,45,male,bachelors,sales,26390.46,50559.54,21428.67,32712.64,112249.0,83282.21,on-time,na,on-time,,,,,68
working,44,male,bachelors,analyst,84536.83,29023.63,96770.68,118630.36,57404.55,116478.91,on-time,on-time,on-time,,,,,75
student,23,male,bachelors,student,3610.76,152.51,1473.0,0.0,2467.02,0.0,on-time,on-time,late,7.78,79,61012.27,0,80
working,36,other,bachelors,analyst,115713.01,98925.61,48282.76,10593.47,112022.69,97197.78,on-time,on-time,on-time,,,,,73
student,21,female,bachelors,student,0.0,2768.18,3450.63,0.0,1607.36,2615.3,na,late,on-time,7.5,66,9320.62,0,72
